surface_m2,nb_etages,annee_construction,occupation_h_j,altitude_m,type_batiment,isolation,vitrage,chauffage,orientation,conso_kwh_m2,conso_totale_kwh,label_dpe
568,1,1932,16,197,industriel,moyen,double,pompe_chaleur,SE,113.6,64525,C
228,1,2005,13,7,residentiel,fort,simple,elec,NO,68.5,15618,B
239,6,1989,12,13,bureau,fort,double,gaz,O,53.5,12786,B
380,8,2023,12,139,bureau,moyen,simple,gaz,SO,45.8,17404,A
245,13,1953,15,52,industriel,moyen,double,elec,N,93.7,22956,C
821,7,1993,14,23,residentiel,faible,simple,pompe_chaleur,NE,94.3,77420,C
97,12,1923,15,1277,residentiel,moyen,double,pompe_chaleur,E,117.7,11417,C
447,11,1990,23,322,commercial,moyen,triple,gaz,S,64.9,29010,B
226,10,1965,16,448,residentiel,fort,simple,pompe_chaleur,SO,99.3,22442,C
112,13,1995,14,206,commercial,moyen,simple,gaz,SO,75.5,8456,B
1180,5,2001,22,53,residentiel,fort,double,gaz,SE,57.6,67968,B
1299,10,1970,8,49,industriel,moyen,triple,elec,S,64.0,83136,B
212,12,1955,8,148,commercial,moyen,double,gaz,NO,70.4,14925,B
334,14,1994,6,89,residentiel,moyen,double,gaz,E,50.1,16733,B
176,4,2013,8,33,commercial,faible,simple,gaz,O,78.3,13781,B
197,12,1957,5,143,residentiel,moyen,double,pompe_chaleur,S,72.7,14322,B
111,4,2008,7,55,bureau,fort,double,fioul,NE,50.8,5639,B
100,14,1966,17,175,bureau,fort,double,bois,SE,41.9,4190,A
890,8,2012,17,18,commercial,moyen,simple,gaz,S,75.1,66839,B
238,13,1987,16,16,residentiel,faible,double,elec,NE,92.9,22110,C
254,8,1989,22,487,residentiel,tres_fort,simple,pompe_chaleur,NO,58.0,14732,B
139,2,1991,21,843,commercial,faible,double,gaz,NO,90.4,12566,C
279,5,2003,10,216,bureau,moyen,double,gaz,E,53.9,15038,B
85,9,2009,7,320,bureau,tres_fort,triple,gaz,N,45.7,3885,A
142,9,1960,12,67,residentiel,moyen,triple,elec,SE,77.9,11062,B
106,8,1997,22,3,residentiel,faible,double,pompe_chaleur,NE,116.6,12360,C
605,10,1992,23,170,commercial,moyen,double,gaz,NO,86.0,52030,B
77,9,1981,8,135,residentiel,fort,simple,gaz,NE,61.7,4751,B
107,3,1943,6,70,residentiel,faible,triple,pompe_chaleur,O,80.4,8603,B
58,2,1968,18,0,industriel,fort,double,elec,E,58.6,3399,B
131,5,1941,21,96,residentiel,moyen,double,gaz,NO,110.5,14476,C
177,2,1934,23,45,commercial,moyen,double,gaz,SE,100.0,17700,C
485,10,2018,23,20,residentiel,moyen,double,bois,E,63.2,30652,B
209,14,1995,9,110,commercial,fort,triple,elec,N,43.3,9050,A
184,13,1977,19,605,commercial,moyen,triple,elec,S,87.7,16137,B
302,8,1965,17,83,commercial,fort,double,elec,NE,74.4,22469,B
179,13,1927,10,71,residentiel,moyen,double,bois,S,82.5,14768,B
1322,10,1956,4,247,bureau,faible,triple,gaz,SE,62.0,81964,B
162,2,1940,17,48,commercial,moyen,double,gaz,E,106.8,17302,C
327,9,1975,11,12,residentiel,moyen,double,gaz,O,69.5,22726,B
436,8,1967,9,146,residentiel,moyen,double,pompe_chaleur,S,73.6,32090,B
159,8,2020,4,34,residentiel,fort,double,gaz,O,28.4,4516,A
275,12,2007,6,135,industriel,tres_fort,double,gaz,NO,30.7,8442,A
172,14,1982,7,361,commercial,fort,double,gaz,SE,59.1,10165,B
296,4,2013,6,194,bureau,fort,triple,elec,NO,43.0,12728,A
263,1,1954,22,107,commercial,moyen,triple,elec,NE,96.7,25432,C
222,10,1931,4,487,bureau,fort,double,gaz,O,59.3,13165,B
109,2,1978,11,168,bureau,moyen,simple,gaz,E,80.2,8742,B
902,6,1926,23,71,residentiel,fort,double,pompe_chaleur,SO,102.3,92275,C
369,14,2018,6,441,bureau,tres_fort,double,gaz,NO,42.9,15830,A
80,10,1932,17,164,residentiel,moyen,double,pompe_chaleur,SO,92.7,7416,C
182,14,2009,9,45,commercial,tres_fort,triple,gaz,NO,47.1,8572,A
82,1,1989,10,189,commercial,fort,simple,fioul,N,52.6,4313,B
417,10,1945,12,317,residentiel,moyen,double,elec,E,102.5,42742,C
241,5,1975,15,290,bureau,tres_fort,triple,elec,O,78.6,18943,B
245,2,1976,19,30,residentiel,faible,triple,gaz,E,80.6,19747,B
136,5,1996,16,112,industriel,faible,double,gaz,SO,91.5,12444,C
196,14,1964,4,146,industriel,moyen,simple,pompe_chaleur,O,80.2,15719,B
425,6,1981,7,8,industriel,fort,double,elec,S,50.2,21335,B
512,13,1963,16,57,residentiel,moyen,double,pompe_chaleur,NE,84.9,43469,B
443,2,1929,9,158,residentiel,tres_fort,double,elec,O,33.6,14885,A
83,10,1993,5,31,residentiel,moyen,double,elec,S,43.1,3577,A
215,7,1946,14,95,residentiel,moyen,double,fioul,SO,95.8,20597,C
292,5,1949,10,288,residentiel,fort,double,elec,SO,78.4,22893,B
146,8,1954,20,415,residentiel,faible,double,fioul,SE,132.3,19316,C
77,9,1978,21,55,industriel,fort,double,gaz,E,90.4,6961,C
99,1,1993,6,97,residentiel,moyen,double,gaz,SE,47.7,4722,A
699,10,2004,19,62,residentiel,tres_fort,double,pompe_chaleur,E,47.8,33412,A
106,5,1982,21,323,commercial,fort,double,gaz,SO,73.6,7802,B
253,12,1961,16,244,bureau,faible,triple,gaz,SO,93.3,23605,C
219,3,2018,16,436,commercial,faible,double,gaz,S,81.7,17892,B
220,5,1969,13,243,bureau,faible,double,elec,E,94.8,20856,C
196,14,1935,13,197,commercial,tres_fort,double,elec,NO,72.2,14151,B
425,4,2003,5,26,bureau,fort,triple,gaz,S,40.1,17042,A
251,2,2017,6,42,bureau,moyen,double,gaz,SE,42.6,10693,A
158,8,1950,17,171,commercial,moyen,double,gaz,NO,109.8,17348,C
254,9,1942,14,38,residentiel,tres_fort,triple,gaz,S,43.4,11024,A
100,8,1956,7,110,residentiel,moyen,simple,gaz,SE,80.0,8000,B
341,6,1955,11,17,bureau,fort,double,gaz,N,71.5,24382,B
152,2,1940,16,90,residentiel,fort,double,pompe_chaleur,O,75.5,11476,B
158,5,1923,7,422,commercial,moyen,triple,pompe_chaleur,S,81.2,12830,B
350,1,1939,8,408,residentiel,moyen,double,gaz,N,96.0,33600,C
184,12,1950,21,170,residentiel,moyen,simple,gaz,NO,120.5,22172,C
191,4,1939,13,133,residentiel,moyen,triple,gaz,S,82.4,15738,B
554,10,1940,13,564,commercial,tres_fort,double,gaz,NO,70.4,39002,B
124,4,2018,5,935,residentiel,fort,double,gaz,N,36.4,4514,A
347,9,1942,5,226,bureau,fort,simple,fioul,SO,64.9,22520,B
476,2,2005,16,334,commercial,moyen,simple,pompe_chaleur,SO,79.7,37937,B
554,2,1979,10,72,residentiel,moyen,double,elec,E,75.0,41550,B
1123,5,1965,9,34,commercial,fort,double,gaz,O,65.3,73332,B
156,4,2001,7,12,residentiel,moyen,triple,pompe_chaleur,NE,52.3,8159,B
133,5,1921,19,583,residentiel,faible,double,fioul,NE,160.5,21346,D
434,4,1997,22,16,bureau,moyen,double,gaz,N,78.4,34026,B
473,10,1963,9,78,industriel,fort,simple,pompe_chaleur,SO,59.3,28049,B
141,7,2006,8,81,residentiel,fort,double,gaz,SO,36.9,5203,A
344,3,2020,19,237,bureau,moyen,simple,pompe_chaleur,O,76.0,26144,B
1647,13,1996,14,38,residentiel,tres_fort,double,gaz,NE,52.6,86632,B
263,9,1931,19,79,bureau,moyen,simple,elec,S,126.4,33243,C
467,6,2021,18,20,bureau,moyen,double,gaz,NO,65.3,30495,B
738,8,1999,19,173,bureau,faible,double,elec,NE,83.5,61623,B
1412,5,1921,7,64,bureau,fort,double,elec,E,70.5,99546,B
291,6,1939,14,2,residentiel,moyen,simple,elec,E,122.8,35735,C
588,1,2022,12,48,bureau,moyen,double,pompe_chaleur,N,43.0,25284,A
141,12,2007,21,361,bureau,moyen,double,gaz,SE,72.5,10222,B
249,6,1962,17,30,bureau,fort,simple,pompe_chaleur,N,84.8,21115,B
179,10,2019,18,1,residentiel,fort,simple,gaz,NE,57.3,10257,B
65,1,1969,21,69,residentiel,moyen,double,pompe_chaleur,SE,97.7,6350,C
80,2,2010,17,312,residentiel,tres_fort,double,gaz,N,52.1,4168,B
331,6,1980,17,25,residentiel,faible,triple,elec,S,73.4,24295,B
335,1,1988,14,202,residentiel,faible,simple,gaz,SE,108.9,36482,C
118,14,1920,5,93,residentiel,fort,double,bois,SE,62.1,7328,B
728,1,2020,18,27,commercial,fort,double,elec,N,40.1,29193,A
113,8,1938,10,66,residentiel,moyen,double,gaz,E,102.6,11594,C
293,5,1942,6,212,commercial,fort,double,pompe_chaleur,NE,54.0,15822,B
183,3,1966,11,201,bureau,moyen,triple,gaz,NE,66.2,12115,B
264,2,1998,10,86,commercial,fort,double,gaz,NE,52.4,13834,B
459,5,2000,11,85,bureau,fort,triple,gaz,E,43.7,20058,A
416,1,1985,9,38,bureau,tres_fort,double,pompe_chaleur,NE,35.9,14934,A
402,8,2010,22,194,bureau,moyen,triple,fioul,N,58.4,23477,B
367,4,1992,21,39,industriel,fort,triple,fioul,SE,50.6,18570,B
100,1,1935,4,209,bureau,fort,triple,gaz,NE,43.4,4340,A
541,2,2001,13,29,bureau,moyen,double,gaz,E,63.4,34299,B
116,13,1947,10,106,bureau,moyen,triple,pompe_chaleur,E,70.6,8190,B
227,4,1974,20,39,commercial,tres_fort,simple,gaz,E,55.3,12553,B
191,9,1983,13,17,residentiel,moyen,double,elec,O,71.8,13714,B
313,6,1960,16,81,bureau,fort,double,bois,S,63.0,19719,B
174,7,1957,5,236,bureau,faible,double,gaz,NE,107.8,18757,C
219,12,1947,18,156,industriel,fort,double,gaz,S,82.0,17958,B
760,11,1950,13,123,bureau,faible,simple,fioul,E,156.7,119092,D
99,8,2022,21,88,bureau,tres_fort,simple,elec,SE,56.2,5564,B
244,3,1959,6,25,industriel,fort,simple,fioul,NE,56.4,13762,B
112,12,1969,10,106,bureau,faible,double,elec,SO,76.3,8546,B
392,1,1992,20,45,residentiel,fort,triple,gaz,NO,46.6,18267,A
147,8,1945,8,156,residentiel,fort,double,pompe_chaleur,SE,57.5,8452,B
251,9,1940,9,62,residentiel,moyen,double,pompe_chaleur,N,76.3,19151,B
97,14,1941,10,91,residentiel,moyen,triple,fioul,NE,72.5,7032,B
604,3,1926,14,3,residentiel,fort,double,elec,E,84.9,51280,B
257,5,1966,5,7,commercial,fort,double,elec,N,47.9,12310,A
269,1,1920,16,183,commercial,moyen,double,gaz,N,118.6,31903,C
437,4,1959,20,121,residentiel,tres_fort,simple,gaz,S,63.3,27662,B
102,14,1974,10,76,bureau,moyen,double,bois,N,67.4,6875,B
159,1,1946,7,308,residentiel,faible,double,bois,O,134.7,21417,C
276,12,1946,11,60,industriel,fort,double,elec,N,71.5,19734,B
71,14,1982,16,45,residentiel,faible,double,bois,SE,98.4,6986,C
77,2,1978,14,181,bureau,moyen,simple,gaz,NE,99.2,7638,C
138,6,2002,16,324,residentiel,moyen,double,pompe_chaleur,SO,74.2,10240,B
110,13,2011,20,311,bureau,moyen,simple,elec,N,75.6,8316,B
192,11,1945,22,207,residentiel,moyen,triple,pompe_chaleur,N,108.0,20736,C
353,1,1950,13,21,commercial,fort,simple,pompe_chaleur,SE,73.6,25981,B
414,13,1974,19,106,residentiel,moyen,double,elec,O,100.4,41566,C
868,12,1939,13,451,industriel,fort,double,fioul,SE,62.4,54163,B
241,5,1995,6,58,bureau,fort,double,gaz,S,35.6,8580,A
273,6,1920,15,194,commercial,moyen,double,pompe_chaleur,N,116.4,31777,C
240,5,1958,23,29,commercial,moyen,simple,gaz,O,122.0,29280,C
306,8,2022,12,249,industriel,fort,double,gaz,NE,35.6,10894,A
323,11,1996,14,13,residentiel,faible,triple,pompe_chaleur,N,58.8,18992,B
467,10,1973,18,100,residentiel,moyen,double,pompe_chaleur,N,93.7,43758,C
465,14,1920,20,386,residentiel,fort,double,fioul,S,91.6,42594,C
352,2,2003,4,259,residentiel,fort,triple,gaz,N,28.8,10138,A
704,13,1966,5,45,bureau,fort,double,gaz,SO,65.1,45830,B
249,13,2009,13,47,industriel,faible,triple,elec,SO,57.4,14293,B
159,6,2001,6,167,industriel,faible,double,fioul,N,66.1,10510,B
179,3,2023,22,155,bureau,moyen,double,bois,O,50.0,8950,A
227,4,1932,18,217,bureau,fort,simple,fioul,O,90.4,20521,C
115,14,2009,16,22,commercial,moyen,simple,elec,N,81.2,9338,B
159,1,1994,15,252,industriel,faible,double,fioul,NO,85.0,13515,B
110,2,1950,13,87,residentiel,faible,triple,gaz,SE,104.5,11495,C
311,2,2007,4,116,bureau,fort,simple,fioul,NE,28.5,8864,A
313,3,1978,19,183,commercial,fort,triple,elec,SO,51.4,16088,B
71,12,1988,13,177,residentiel,faible,double,gaz,NO,84.4,5992,B
155,1,2020,11,106,residentiel,faible,double,elec,NE,68.8,10664,B
878,14,1979,12,350,industriel,moyen,triple,pompe_chaleur,SO,59.0,51802,B
380,6,1985,13,12,industriel,faible,triple,gaz,NO,69.6,26448,B
336,8,2010,22,81,industriel,moyen,double,gaz,SE,76.9,25838,B
154,9,1999,7,350,commercial,faible,double,pompe_chaleur,SE,75.2,11581,B
299,12,1986,7,6,residentiel,fort,simple,bois,N,59.3,17731,B
242,9,2014,6,181,residentiel,fort,double,elec,NO,39.9,9656,A
140,1,2014,16,105,bureau,tres_fort,double,gaz,NO,37.5,5250,A
173,12,1983,4,225,bureau,tres_fort,double,elec,O,47.9,8287,A
176,2,1930,19,104,bureau,moyen,double,gaz,NE,113.8,20029,C
86,8,1992,18,9,bureau,faible,simple,gaz,SE,108.2,9305,C
97,13,1954,18,17,residentiel,moyen,double,gaz,S,97.9,9496,C
213,8,1981,13,71,commercial,fort,double,elec,NE,51.8,11033,B
135,6,1959,12,284,residentiel,faible,double,gaz,SE,129.2,17442,C
198,5,1955,22,22,residentiel,moyen,double,gaz,E,105.1,20810,C
80,11,2021,20,137,residentiel,moyen,triple,gaz,E,60.1,4808,B
429,10,1945,7,69,residentiel,moyen,triple,elec,N,67.7,29043,B
1050,12,1936,9,184,commercial,fort,double,gaz,E,84.6,88830,B
502,13,1985,8,30,residentiel,fort,simple,gaz,E,70.1,35190,B
540,9,1987,13,13,residentiel,moyen,triple,elec,SO,59.1,31914,B
379,5,2022,16,59,commercial,tres_fort,triple,pompe_chaleur,N,26.0,9854,A
295,9,1925,8,402,bureau,faible,triple,pompe_chaleur,NO,111.1,32774,C
260,5,2015,5,369,residentiel,faible,double,elec,N,58.7,15262,B
129,3,2007,11,28,residentiel,moyen,simple,pompe_chaleur,SE,55.8,7198,B
397,5,1941,14,4,residentiel,fort,double,pompe_chaleur,O,68.7,27274,B
381,7,2005,17,9,bureau,fort,double,pompe_chaleur,O,42.4,16154,A
177,4,2007,6,498,residentiel,faible,double,elec,SO,77.6,13735,B
354,5,1931,17,19,residentiel,tres_fort,double,gaz,NO,77.9,27577,B
151,8,1922,7,37,residentiel,moyen,double,gaz,N,99.3,14994,C
157,2,1988,9,287,bureau,moyen,double,gaz,E,60.1,9436,B
421,2,1981,14,90,residentiel,fort,double,gaz,E,66.6,28039,B
331,11,2009,6,55,commercial,tres_fort,double,bois,NE,32.5,10758,A
208,12,2016,15,277,residentiel,fort,double,gaz,SE,42.4,8819,A
192,5,1930,4,143,bureau,tres_fort,simple,elec,NO,61.7,11846,B
277,2,2019,8,16,residentiel,faible,triple,bois,O,55.7,15429,B
68,7,2008,15,327,residentiel,fort,double,elec,NO,61.9,4209,B
144,3,1982,9,322,residentiel,fort,double,gaz,SE,41.3,5947,A
101,13,1957,12,26,commercial,moyen,double,bois,N,92.0,9292,C
247,1,1985,9,38,commercial,moyen,double,gaz,NE,78.8,19464,B
524,8,1978,14,139,residentiel,tres_fort,double,gaz,NO,55.9,29292,B
342,6,1960,6,187,residentiel,faible,simple,elec,NE,144.5,49419,C
171,7,1928,7,99,industriel,moyen,triple,gaz,S,72.6,12415,B
149,11,1995,23,4,bureau,tres_fort,simple,pompe_chaleur,S,44.5,6630,A
144,4,1951,10,4,residentiel,tres_fort,triple,gaz,E,37.7,5429,A
992,13,1945,17,185,residentiel,tres_fort,double,pompe_chaleur,E,60.7,60214,B
257,14,1959,4,57,bureau,tres_fort,simple,gaz,SO,48.0,12336,A
281,7,1923,6,10,commercial,faible,double,fioul,NE,141.2,39677,C
56,6,1960,19,127,bureau,tres_fort,double,gaz,SE,62.4,3494,B
107,4,2006,11,318,industriel,moyen,triple,fioul,N,55.3,5917,B
237,12,1996,10,199,bureau,fort,double,gaz,SE,64.8,15358,B
173,11,1926,7,115,residentiel,moyen,double,fioul,S,83.6,14463,B
269,7,1954,9,31,bureau,fort,double,pompe_chaleur,NE,64.4,17324,B
266,10,1989,8,60,residentiel,fort,triple,elec,O,38.3,10188,A
373,6,2016,19,8,residentiel,fort,double,gaz,SE,40.0,14920,A
66,10,1965,22,124,residentiel,faible,double,elec,NO,106.2,7009,C
113,12,2022,4,32,residentiel,faible,double,elec,O,63.4,7164,B
228,7,1924,6,174,commercial,moyen,double,elec,NE,89.2,20338,B
156,10,2014,16,150,residentiel,faible,double,elec,NO,74.9,11684,B
197,8,1936,21,298,residentiel,fort,double,bois,NO,98.0,19306,C
264,2,1995,10,263,bureau,moyen,triple,bois,NE,43.5,11484,A
145,1,1930,20,0,bureau,fort,double,elec,NO,84.6,12267,B
280,4,2022,4,598,commercial,faible,double,gaz,SE,47.8,13384,A
358,4,1942,18,76,commercial,faible,double,gaz,N,133.6,47829,C
256,3,1958,22,339,commercial,fort,double,pompe_chaleur,E,74.0,18944,B
405,13,1986,13,257,residentiel,moyen,double,bois,SO,75.1,30415,B
53,9,1925,15,45,bureau,moyen,triple,elec,E,89.3,4733,B
162,1,1979,9,196,bureau,moyen,double,gaz,SE,67.3,10903,B
457,13,1950,19,208,residentiel,moyen,double,gaz,NE,104.7,47848,C
134,5,1965,20,309,residentiel,fort,triple,gaz,E,81.5,10921,B
122,14,1954,20,149,residentiel,faible,double,bois,E,135.6,16543,C
224,4,2007,20,54,bureau,moyen,double,pompe_chaleur,O,64.5,14448,B
242,2,1967,5,231,residentiel,fort,double,gaz,N,65.9,15948,B
168,2,1998,14,20,residentiel,moyen,simple,gaz,E,71.8,12062,B
889,6,1924,14,40,commercial,fort,simple,gaz,NO,89.4,79477,B
299,13,1991,4,315,industriel,moyen,double,pompe_chaleur,SO,41.9,12528,A
130,8,1959,20,126,residentiel,tres_fort,triple,pompe_chaleur,SO,33.1,4303,A
89,2,1982,7,15,industriel,moyen,simple,gaz,O,69.5,6186,B
325,5,2008,12,52,residentiel,moyen,triple,gaz,SE,50.6,16445,B
128,7,1992,5,31,industriel,tres_fort,double,fioul,O,20.0,2560,A
1104,8,1956,19,56,industriel,fort,triple,pompe_chaleur,SE,83.6,92294,B
330,12,1943,7,409,residentiel,fort,double,elec,SO,40.5,13365,A
362,1,2012,14,221,commercial,tres_fort,triple,elec,O,32.5,11765,A
291,1,1947,14,230,industriel,faible,triple,bois,NE,92.9,27034,C
537,11,1923,5,6,industriel,fort,triple,pompe_chaleur,SE,62.7,33670,B
46,2,1951,21,307,industriel,fort,double,bois,S,89.1,4099,B
105,10,1921,4,73,bureau,moyen,simple,gaz,S,104.0,10920,C
505,5,1997,17,162,residentiel,moyen,double,gaz,NO,60.0,30300,B
700,6,2012,7,271,commercial,faible,double,gaz,S,47.4,33180,A
103,3,1964,16,109,bureau,tres_fort,simple,fioul,SE,63.5,6540,B
69,11,1983,8,75,bureau,faible,triple,pompe_chaleur,E,67.2,4637,B
275,3,2019,18,68,residentiel,moyen,simple,gaz,E,63.7,17518,B
344,1,2016,15,151,bureau,fort,triple,bois,SE,40.4,13898,A
271,9,1924,16,267,residentiel,fort,double,bois,NE,85.9,23279,B
235,3,1927,23,249,commercial,faible,triple,gaz,SE,113.0,26555,C
67,3,1959,12,41,residentiel,fort,triple,elec,NO,45.7,3062,A
188,4,1949,19,285,commercial,moyen,double,pompe_chaleur,NE,92.0,17296,C
209,9,1936,20,82,commercial,fort,double,gaz,NE,83.7,17493,B
167,11,1935,10,47,bureau,faible,simple,pompe_chaleur,SE,148.0,24716,C
64,13,2004,10,233,bureau,faible,triple,gaz,SO,59.9,3834,B
368,14,1940,18,17,residentiel,fort,triple,fioul,N,86.8,31942,B
449,4,1969,22,148,industriel,faible,double,pompe_chaleur,NE,109.3,49076,C
140,4,1924,4,483,commercial,moyen,simple,fioul,SE,109.7,15358,C
215,3,1984,6,200,residentiel,faible,double,pompe_chaleur,NO,77.1,16576,B
173,3,1997,7,449,residentiel,fort,simple,gaz,O,72.6,12560,B
174,1,1982,16,103,residentiel,tres_fort,triple,gaz,SE,43.5,7569,A
346,9,1949,12,36,bureau,fort,double,pompe_chaleur,O,66.6,23044,B
351,1,1928,14,356,industriel,tres_fort,triple,gaz,S,57.4,20147,B
519,1,1961,10,339,commercial,tres_fort,triple,pompe_chaleur,E,47.6,24704,A
512,6,2001,12,9,residentiel,moyen,triple,gaz,N,50.9,26061,B
217,12,1932,19,262,commercial,moyen,double,gaz,NO,120.4,26127,C
1789,7,2005,12,2,residentiel,tres_fort,double,elec,SO,51.2,91597,B
724,6,2014,11,8,commercial,tres_fort,triple,pompe_chaleur,O,43.0,31132,A
154,3,1983,4,68,residentiel,tres_fort,double,elec,NO,33.0,5082,A
267,10,2007,11,16,bureau,fort,triple,elec,SO,54.4,14525,B
61,5,1949,19,151,industriel,moyen,double,elec,O,109.2,6661,C
249,14,1984,6,121,residentiel,tres_fort,simple,pompe_chaleur,SO,26.7,6648,A
790,2,1995,11,233,bureau,tres_fort,triple,elec,N,39.7,31363,A
1715,11,1994,9,232,industriel,fort,triple,elec,NO,41.6,71344,A
225,10,1992,13,295,residentiel,tres_fort,simple,elec,S,42.1,9472,A
309,6,1940,20,109,residentiel,fort,double,elec,SE,87.4,27007,B
374,6,2014,20,274,bureau,tres_fort,simple,gaz,N,38.1,14249,A
978,14,1990,11,147,residentiel,faible,double,pompe_chaleur,SE,99.1,96920,C
123,11,1932,15,26,residentiel,tres_fort,double,gaz,O,73.0,8979,B
1570,1,1986,20,92,bureau,faible,double,fioul,S,82.6,129682,B
196,8,2014,21,60,commercial,moyen,simple,pompe_chaleur,NE,83.6,16386,B
108,11,1922,16,27,residentiel,faible,double,elec,SO,149.6,16157,C
196,6,2012,6,290,residentiel,moyen,double,pompe_chaleur,S,57.6,11290,B
139,10,1954,11,360,commercial,moyen,simple,pompe_chaleur,E,120.0,16680,C
328,9,1950,9,59,bureau,tres_fort,double,gaz,NO,70.9,23255,B
77,5,1970,17,288,commercial,fort,double,pompe_chaleur,N,70.6,5436,B
270,1,1994,8,52,residentiel,tres_fort,double,bois,SO,38.2,10314,A
389,1,1930,4,33,industriel,moyen,double,gaz,NE,84.7,32948,B
691,10,1947,21,507,bureau,faible,simple,gaz,SO,166.0,114706,D
394,11,2003,6,66,residentiel,fort,simple,elec,O,24.8,9771,A
662,6,1944,19,31,commercial,fort,triple,elec,SE,57.5,38065,B
160,7,1956,23,405,bureau,moyen,triple,elec,E,90.9,14544,C
322,8,1986,20,142,residentiel,fort,triple,elec,O,63.6,20479,B
51,13,1946,13,75,residentiel,fort,triple,pompe_chaleur,E,66.6,3397,B
226,8,1925,15,58,bureau,fort,double,gaz,NE,99.6,22510,C
321,8,1974,18,117,residentiel,tres_fort,triple,elec,S,43.3,13899,A
342,8,1930,8,74,residentiel,fort,double,fioul,NE,60.4,20657,B
81,2,1960,12,175,residentiel,fort,double,gaz,SE,59.4,4811,B
186,10,1988,11,65,residentiel,moyen,triple,elec,S,47.9,8909,A
205,13,1996,9,19,residentiel,faible,double,gaz,SE,79.8,16359,B
181,2,2018,15,117,bureau,moyen,double,gaz,SE,69.0,12489,B
406,1,2010,12,376,residentiel,fort,double,elec,N,63.8,25903,B
210,7,1923,4,9,residentiel,fort,double,gaz,NO,80.0,16800,B
262,11,1970,5,140,bureau,moyen,double,pompe_chaleur,O,63.6,16663,B
174,2,1922,16,224,residentiel,fort,triple,elec,NO,76.8,13363,B
516,11,2003,15,89,bureau,faible,double,fioul,E,88.5,45666,B
543,4,1927,21,187,residentiel,moyen,simple,fioul,S,123.8,67223,C
197,3,2000,5,192,residentiel,tres_fort,double,gaz,E,25.2,4964,A
1800,3,1920,10,5,residentiel,moyen,double,gaz,S,103.5,186300,C
143,8,1931,11,206,bureau,moyen,double,fioul,O,87.8,12555,B
495,9,2016,17,7,residentiel,moyen,double,gaz,SE,68.6,33957,B
126,7,1939,12,224,commercial,moyen,double,gaz,SE,89.5,11277,B
420,9,1969,13,309,residentiel,fort,double,gaz,S,67.4,28308,B
398,12,1974,22,26,bureau,tres_fort,double,pompe_chaleur,NE,68.9,27422,B
121,12,1991,4,46,bureau,fort,double,gaz,N,54.6,6607,B
223,11,2017,21,208,residentiel,fort,double,gaz,N,39.6,8831,A
905,8,1963,9,217,bureau,moyen,double,elec,NO,92.8,83984,C
138,4,1982,4,210,residentiel,fort,simple,pompe_chaleur,E,66.3,9149,B
324,11,2023,14,24,residentiel,moyen,double,gaz,NO,56.8,18403,B
309,10,1931,8,114,residentiel,faible,double,pompe_chaleur,S,130.3,40263,C
238,13,1969,18,204,commercial,tres_fort,double,elec,N,68.4,16279,B
73,10,1951,19,76,industriel,moyen,triple,elec,NO,80.1,5847,B
437,2,2017,12,142,residentiel,moyen,double,gaz,S,50.0,21850,A
247,8,1983,19,242,bureau,faible,triple,gaz,N,102.0,25194,C
530,11,1987,7,23,commercial,fort,double,gaz,SE,25.5,13515,A
288,14,1939,10,523,residentiel,faible,double,fioul,NO,134.0,38592,C
256,5,2018,5,156,commercial,moyen,triple,gaz,SO,31.9,8166,A
318,13,1927,16,58,bureau,fort,double,bois,NE,94.0,29892,C
123,4,1971,18,28,industriel,moyen,triple,gaz,O,65.6,8069,B
728,6,1992,19,83,industriel,tres_fort,triple,gaz,NO,45.0,32760,A
